Matricule,Type_Contrat,Service,Type_Absence,Date_Debut,Date_Fin,Duree_Jours,Valide,Commentaire_RH
763e5af1d1d5,CDD,Recouvrement,rtt,2025-11-01,01-11-2025,1,N,A régulariser
cd1dc16cb9cd,CDI,Conformité KYC,rtt,2024-03-03,03/03/2024,1,N,Validé manager
cd1dc16cb9cd,cdi,Conformité KYC,MALADIE,2026-04-11,04/15/2026,5,OUI,URGENT
cd1dc16cb9cd,cdi,Conformité KYC,Maladie,09.04.2025,13/04/25,5,NON,URGENT
cd1dc16cb9cd,CDI,Conformité KYC,Formation,24.11.2024,28/11/24,5,O,URGENT
cd1dc16cb9cd,CDI,Conformité KYC,CP,2025-08-04,12-08-2025,9,0,Certificat fourni
cd1dc16cb9cd,cdi,Conformité KYC,MALADIE,15/05/2026,2026-05-18,4,O,
cd1dc16cb9cd,cdi,Conformité KYC,rtt,2026-04-07,07-04-2026,1,N,Validé manager
cd1dc16cb9cd,CDI,,rtt,29-05-2026,29/05/2026,1,NON,URGENT
cd1dc16cb9cd,CDI,Conformité KYC,Formation CFA,2024-02-12,15.02.2024,4,NON,En attente validation
cd1dc16cb9cd,cdi,Conformité KYC,Formation CFA,26/03/2024,27/03/2024,2,OUI,
cd1dc16cb9cd,CDI,Conformité KYC,RTT,08.06.2026,2026-06-08,1,Y,Certificat fourni
cd1dc16cb9cd,cdi,Conformité KYC,RTT,31.08.2024,31-08-2024,1,N,
cd1dc16cb9cd,cdi,Conformité KYC,FORMATION,2024-03-08,2024-03-12,5,N,En attente validation
cd1dc16cb9cd,cdi,Conformité KYC,Formation,25/12/24,12/26/2024,2,1,Validé manager
cd1dc16cb9cd,cdi,,Congé Payé,06.10.2025,2025-10-10,5,O,Validé manager
cd1dc16cb9cd,cdi,Conformité KYC,Congé Payé,2024-11-04,2024-11-12,9,0,Validé manager
cd1dc16cb9cd,cdi,Conformité KYC,CONGE_PAYE,10/10/2024,15.10.2024,6,OUI,Certificat fourni
cd1dc16cb9cd,CDI,Conformité KYC,CP,02/15/2026,02/23/2026,9,O,URGENT
cd1dc16cb9cd,CDI,Conformité KYC,Formation,27.01.2026,2026-01-28,2,N,
cd1dc16cb9cd,cdi,Conformité KYC,Formation CFA,25-08-2024,2024-08-26,2,OUI,URGENT
cd1dc16cb9cd,cdi,Conformité KYC,RTT,27.02.2025,2025-02-27,1,1,URGENT
cd1dc16cb9cd,cdi,Conformité KYC,RTT,28-03-2024,28.03.2024,1,N,
cd1dc16cb9cd,CDI,Conformité KYC,Maladie,01/11/2025,02-11-2025,2,N,URGENT
7273d82ef112,Alternant,Épargne & Placements,MALADIE,17.03.2024,2024-03-21,5,NON,A régulariser
7273d82ef112,Alternant,Épargne & Placements,CP,28-01-2024,01-02-2024,5,OUI,Certificat fourni
7273d82ef112,alternant,Épargne & Placements,RTT,27/02/2024,2024-02-27,1,Y,RAS
7273d82ef112,Alternant,Épargne & Placements,RTT,28.03.2024,2024-03-28,1,0,Certificat fourni
7273d82ef112,alternant,Épargne & Placements,Maladie,06/03/2024,08/03/2024,3,O,Certificat fourni
7273d82ef112,Alternant,Épargne & Placements,Maladie,21-02-2024,25.02.2024,5,O,RAS
7273d82ef112,Alternant,Épargne & Placements,Formation,28.02.2024,03.03.2024,5,0,
7273d82ef112,alternant,Épargne & Placements,RTT,28.02.2024,02/28/2024,1,N,Certificat fourni
7273d82ef112,Alternant,Épargne & Placements,MALADIE,2024-03-09,09-03-2024,1,NON,En attente validation
7273d82ef112,alternant,Épargne & Placements,CONGE_PAYE,28/01/24,03.02.2024,7,NON,En attente validation
7273d82ef112,alternant,Épargne & Placements,RTT,26-03-2024,26/03/24,1,N,
7273d82ef112,Alternant,Épargne & Placements,RTT,03/29/2024,29-03-2024,1,OUI,A régulariser
7273d82ef112,alternant,Épargne & Placements,Congé Payé,10.01.2024,15/01/24,6,N,Certificat fourni
7273d82ef112,alternant,Épargne & Placements,FORMATION,2024-03-17,03/18/2024,2,1,Validé manager
7273d82ef112,Alternant,Épargne & Placements,RTT,2024-03-12,12/03/2024,1,0,
7273d82ef112,alternant,Épargne & Placements,Semaine école,28-01-2024,30.01.2024,3,NON,A régulariser
7273d82ef112,Alternant,Épargne & Placements,RTT,17/01/2024,17/01/24,1,N,RAS
7273d82ef112,Alternant,Épargne & Placements,rtt,24-02-2024,24/02/24,1,OUI,RAS
7273d82ef112,alternant,Épargne & Placements,Absent,03/21/2024,21/03/2024,1,NON,RAS
7273d82ef112,Alternant,Épargne & Placements,Maladie,02/16/2024,2024-02-18,3,Y,URGENT
7273d82ef112,Alternant,Épargne & Placements,rtt,2024-03-10,10-03-2024,1,NON,Validé manager
7273d82ef112,Alternant,Épargne & Placements,Congé Payé,08-01-2024,13/01/24,6,O,URGENT
7273d82ef112,alternant,Épargne & Placements,CONGE_PAYE,01-01-2024,2024-01-05,5,OUI,A régulariser
7273d82ef112,Alternant,Épargne & Placements,Maladie,06.02.2024,2024-02-07,2,Y,
7273d82ef112,alternant,Épargne & Placements,MALADIE,2024-01-04,2024-01-05,2,OUI,Certificat fourni
87a37bfea4c7,CDI,Épargne & Placements,RTT,25.02.2025,2025-02-25,1,0,
87a37bfea4c7,cdi,Épargne & Placements,Maladie,2025-03-19,22-03-2025,4,N,En attente validation
87a37bfea4c7,cdi,,Maladie,28/08/2024,31/08/24,4,N,Validé manager
87a37bfea4c7,cdi,Épargne & Placements,MALADIE,14/04/2025,17/04/25,4,Y,A régulariser
87a37bfea4c7,CDI,Épargne & Placements,FORMATION,09.05.2026,12/05/2026,4,O,A régulariser
87a37bfea4c7,cdi,Épargne & Placements,CONGE_PAYE,27-04-2024,04.05.2024,8,0,
87a37bfea4c7,CDI,Épargne & Placements,rtt,25/12/2024,25/12/24,1,0,
87a37bfea4c7,cdi,Épargne & Placements,MALADIE,26/11/24,30.11.2024,5,Y,En attente validation
87a37bfea4c7,cdi,Épargne & Placements,Congé Payé,07/03/2026,16-03-2026,10,N,
87a37bfea4c7,CDI,Épargne & Placements,rtt,27-07-2025,27.07.2025,1,OUI,URGENT
87a37bfea4c7,cdi,Épargne & Placements,rtt,28/02/2024,02/28/2024,1,0,A régulariser
87a37bfea4c7,CDI,Épargne & Placements,CP,2024-11-27,02/12/2024,6,OUI,A régulariser
87a37bfea4c7,cdi,Épargne & Placements,RTT,20-12-2024,12/20/2024,1,NON,
87a37bfea4c7,cdi,Épargne & Placements,RTT,24/04/2026,24.04.2026,1,0,RAS
87a37bfea4c7,CDI,Épargne & Placements,Formation,11.02.2024,13/02/24,3,N,En attente validation
87a37bfea4c7,cdi,Épargne & Placements,Congé Payé,2024-02-21,2024-02-27,7,1,Validé manager
87a37bfea4c7,CDI,,rtt,28-04-2026,28-04-2026,1,N,En attente validation
87a37bfea4c7,cdi,Épargne & Placements,rtt,22.04.2024,04/22/2024,1,Y,Certificat fourni
87a37bfea4c7,CDI,Épargne & Placements,RTT,2024-01-27,27/01/2024,1,Y,Certificat fourni
87a37bfea4c7,cdi,Épargne & Placements,MALADIE,2026-03-30,02/04/2026,4,OUI,Validé manager
87a37bfea4c7,CDI,Épargne & Placements,CP,03-02-2024,10-02-2024,8,1,
87a37bfea4c7,CDI,Épargne & Placements,RTT,01/21/2026,21.01.2026,1,0,Validé manager
87a37bfea4c7,cdi,Épargne & Placements,Congé Payé,05/18/2024,25/05/24,8,NON,Validé manager
87a37bfea4c7,CDI,Épargne & Placements,Formation,07/25/2024,29/07/24,5,1,En attente validation
87a37bfea4c7,CDI,Épargne & Placements,CONGE_PAYE,03-07-2025,09/07/2025,7,0,RAS
41368782cdae,Alternant,Épargne & Placements,CP,09/18/2025,27-09-2025,10,N,Validé manager
41368782cdae,alternant,Épargne & Placements,rtt,18/05/25,18/05/2025,1,Y,
41368782cdae,Alternant,Épargne & Placements,CP,22.08.2025,31/08/25,10,OUI,A régulariser
41368782cdae,alternant,Épargne & Placements,rtt,17.07.2025,17.07.2025,1,1,Certificat fourni
41368782cdae,alternant,Épargne & Placements,CP,2025-08-01,10.08.2025,10,OUI,Validé manager
41368782cdae,alternant,Épargne & Placements,Semaine école,09/09/2025,10/09/2025,2,1,Validé manager
41368782cdae,alternant,Épargne & Placements,Absent,2025-06-15,15.06.2025,1,0,Certificat fourni
41368782cdae,alternant,Épargne & Placements,Absent,2025-04-12,12/04/2025,1,OUI,A régulariser
41368782cdae,alternant,Épargne & Placements,FORMATION,11.05.2025,14/05/25,4,O,En attente validation
41368782cdae,Alternant,Épargne & Placements,RTT,2025-04-18,18/04/2025,1,0,A régulariser
41368782cdae,alternant,Épargne & Placements,CP,05/27/2025,01-06-2025,6,Y,URGENT
41368782cdae,alternant,Épargne & Placements,Formation CFA,26.09.2025,28/09/2025,3,Y,Validé manager
41368782cdae,alternant,Épargne & Placements,Formation CFA,25.09.2025,26-09-2025,2,N,
41368782cdae,alternant,Épargne & Placements,Congé Payé,26-07-2025,2025-08-01,7,NON,En attente validation
41368782cdae,Alternant,Épargne & Placements,RTT,2025-06-25,25.06.2025,1,O,En attente validation
41368782cdae,alternant,Épargne & Placements,Formation,2025-07-04,08/07/2025,5,1,Certificat fourni
41368782cdae,alternant,Épargne & Placements,Semaine école,25/07/25,28/07/25,4,Y,
41368782cdae,Alternant,Épargne & Placements,CP,15.04.2025,21.04.2025,120,NON,
41368782cdae,Alternant,Épargne & Placements,FORMATION,2025-08-23,2025-08-27,5,0,En attente validation
41368782cdae,Alternant,Épargne & Placements,Congé Payé,2025-04-22,2025-04-29,8,O,
41368782cdae,alternant,Épargne & Placements,Congé Payé,2025-07-29,06.08.2025,9,0,
41368782cdae,alternant,Épargne & Placements,rtt,2025-08-31,08/31/2025,1,1,Certificat fourni
41368782cdae,alternant,Épargne & Placements,RTT,02/08/2025,2025-08-02,1,Y,En attente validation
41368782cdae,Alternant,Épargne & Placements,Formation,27.05.2025,28-05-2025,2,0,URGENT
41368782cdae,alternant,Épargne & Placements,RTT,09.09.2025,09-09-2025,1,OUI,Certificat fourni
f18427db0f39,Interimaire,Crédit Immobilier,CONGE_PAYE,07.11.2025,13-11-2025,7,N,A régulariser
f18427db0f39,INTERIMAIRE,Crédit Immobilier,CONGE_PAYE,17/03/26,24-03-2026,8,0,Validé manager
f18427db0f39,INTERIMAIRE,Crédit Immobilier,CP,31.08.2025,09-09-2025,10,0,A régulariser
f18427db0f39,Intérimaire,Crédit Immobilier,CONGE_PAYE,2025-05-16,21.05.2025,6,0,Certificat fourni
f18427db0f39,INTERIMAIRE,Crédit Immobilier,MALADIE,2026-01-29,01/29/2026,1,0,Validé manager
f18427db0f39,INTERIMAIRE,Crédit Immobilier,rtt,26/04/26,26/04/26,1,1,A régulariser
f18427db0f39,INTERIMAIRE,Crédit Immobilier,FORMATION,12/29/2025,12/30/2025,2,O,Validé manager
f18427db0f39,Interimaire,Crédit Immobilier,CONGE_PAYE,04/23/2026,29.04.2026,7,O,En attente validation
f18427db0f39,Intérimaire,Crédit Immobilier,rtt,09/28/2025,09/28/2025,1,N,URGENT
f18427db0f39,Interimaire,Crédit Immobilier,Formation CFA,08.07.2025,12-07-2025,5,1,URGENT
f18427db0f39,Interimaire,Crédit Immobilier,FORMATION,10/28/2025,01.11.2025,-1,O,URGENT
f18427db0f39,Interimaire,Crédit Immobilier,CP,18-02-2026,25.02.2026,8,OUI,Certificat fourni
f18427db0f39,Intérimaire,Crédit Immobilier,CONGE_PAYE,04.04.2025,04/13/2025,10,NON,Validé manager
f18427db0f39,INTERIMAIRE,Crédit Immobilier,MALADIE,03/03/2026,05/03/2026,3,Y,En attente validation
f18427db0f39,Intérimaire,,MALADIE,13.08.2025,2025-08-15,3,OUI,
f18427db0f39,INTERIMAIRE,Crédit Immobilier,Maladie,06-05-2025,08-05-2025,3,NON,Validé manager
f18427db0f39,INTERIMAIRE,Crédit Immobilier,FORMATION,19/08/2025,21/08/2025,3,1,Certificat fourni
f18427db0f39,Interimaire,Crédit Immobilier,Maladie,30/06/25,03-07-2025,4,NON,RAS
f18427db0f39,Interimaire,,FORMATION,05/01/2026,2026-01-07,3,Y,
f18427db0f39,INTERIMAIRE,Crédit Immobilier,Absent,01-12-2025,2025-12-01,1,O,Validé manager
f18427db0f39,Interimaire,Crédit Immobilier,MALADIE,2026-01-07,2026-01-09,3,0,RAS
f18427db0f39,INTERIMAIRE,Crédit Immobilier,CP,07.05.2025,13/05/25,-1,NON,A régulariser
f18427db0f39,Interimaire,Crédit Immobilier,FORMATION,27/05/2025,31.05.2025,5,NON,URGENT
f18427db0f39,Interimaire,Crédit Immobilier,rtt,25-04-2026,04/25/2026,1,OUI,A régulariser
f18427db0f39,INTERIMAIRE,Crédit Immobilier,RTT,03/09/2025,03-09-2025,1,O,RAS
f18427db0f39,Intérimaire,Crédit Immobilier,Maladie,04/11/2025,06/11/2025,3,O,RAS
f18427db0f39,Interimaire,Crédit Immobilier,Maladie,13/01/26,13.01.2026,1,N,A régulariser
f18427db0f39,INTERIMAIRE,Crédit Immobilier,Formation CFA,20-04-2026,2026-04-21,2,Y,En attente validation
f18427db0f39,Interimaire,Crédit Immobilier,Formation CFA,01/24/2026,01/27/2026,4,1,
f18427db0f39,Intérimaire,Crédit Immobilier,Formation,25/08/2025,29-08-2025,5,0,URGENT
f18427db0f39,Interimaire,Crédit Immobilier,RTT,09/28/2025,09/28/2025,1,0,Validé manager
6f6abcb8b4ba,PRESTATAIRE,Recouvrement,CONGE_PAYE,03/16/2025,20/03/2025,5,O,URGENT
6f6abcb8b4ba,Prestataire,Recouvrement,CONGE_PAYE,16-09-2024,2024-09-24,9,OUI,
6f6abcb8b4ba,PRESTATAIRE,Recouvrement,Formation CFA,2025-05-20,24-05-2025,5,N,URGENT
6f6abcb8b4ba,Prestataire,Recouvrement,rtt,26-01-2024,01/26/2024,1,NON,En attente validation
6f6abcb8b4ba,Prestataire,Recouvrement,Congé Payé,2025-12-26,31/12/25,6,0,RAS
6f6abcb8b4ba,PRESTATAIRE,Recouvrement,Congé Payé,17/03/2024,26-03-2024,10,N,Validé manager
6f6abcb8b4ba,Prestataire,Recouvrement,MALADIE,27/10/2025,2025-10-27,1,OUI,Validé manager
6f6abcb8b4ba,PRESTATAIRE,Recouvrement,Maladie,2024-09-25,28.09.2024,4,Y,
6f6abcb8b4ba,Prestataire,Recouvrement,Maladie,29.06.2025,30.06.2025,2,OUI,Validé manager
6f6abcb8b4ba,PRESTATAIRE,Recouvrement,Maladie,25/02/2026,25/02/2026,1,NON,En attente validation
6f6abcb8b4ba,PRESTATAIRE,Recouvrement,CP,05/31/2025,09-06-2025,10,Y,En attente validation
6f6abcb8b4ba,Prestataire,Recouvrement,rtt,28/09/2025,2025-09-28,1,N,A régulariser
6f6abcb8b4ba,Prestataire,Recouvrement,RTT,2025-08-27,27/08/25,1,NON,Validé manager
6f6abcb8b4ba,Prestataire,,CONGE_PAYE,09.02.2026,14/02/26,6,OUI,En attente validation
6f6abcb8b4ba,Prestataire,Recouvrement,CP,09/01/2026,01/14/2026,6,Y,URGENT
6f6abcb8b4ba,PRESTATAIRE,,CP,07-06-2025,15.06.2025,9,NON,RAS
6f6abcb8b4ba,Prestataire,Recouvrement,rtt,28-12-2025,28/12/2025,1,OUI,Certificat fourni
6f6abcb8b4ba,Prestataire,Recouvrement,MALADIE,11.02.2026,12-02-2026,2,OUI,En attente validation
6f6abcb8b4ba,Prestataire,Recouvrement,Absent,19/05/25,05/19/2025,1,N,Validé manager
6f6abcb8b4ba,Prestataire,Recouvrement,rtt,28/11/2025,28.11.2025,1,0,En attente validation
6f6abcb8b4ba,Prestataire,Recouvrement,CP,01/20/2025,01/24/2025,5,O,RAS
6f6abcb8b4ba,Prestataire,Recouvrement,Maladie,10/05/2024,2024-05-14,5,0,RAS
6f6abcb8b4ba,PRESTATAIRE,Recouvrement,RTT,12/22/2024,22/12/2024,1,1,URGENT
6f6abcb8b4ba,PRESTATAIRE,,FORMATION,24/02/24,27/02/2024,4,N,RAS
6f6abcb8b4ba,Prestataire,Recouvrement,FORMATION,03.04.2024,04-04-2024,2,1,URGENT
6f6abcb8b4ba,PRESTATAIRE,Recouvrement,rtt,25/06/2025,25-06-2025,1,1,Certificat fourni
6f6abcb8b4ba,Prestataire,Recouvrement,Formation CFA,27/12/2025,29/12/25,3,1,Validé manager
6f6abcb8b4ba,Prestataire,Recouvrement,CONGE_PAYE,18.12.2025,22/12/2025,5,OUI,RAS
6f6abcb8b4ba,Prestataire,Recouvrement,Congé Payé,29/06/25,04/07/2025,6,OUI,URGENT
6f6abcb8b4ba,Prestataire,Recouvrement,Congé Payé,2025-07-11,17/07/25,7,Y,URGENT
6f6abcb8b4ba,PRESTATAIRE,Recouvrement,Congé Payé,20.12.2025,24.12.2025,5,Y,RAS
6f6abcb8b4ba,Prestataire,Recouvrement,CONGE_PAYE,19/08/25,28-08-2025,10,O,A régulariser
c80712ac62d7,cdi,Conformité KYC,MALADIE,11.07.2024,15-07-2024,5,1,
c80712ac62d7,CDI,Conformité KYC,rtt,26.12.2024,26/12/2024,1,0,En attente validation
c80712ac62d7,cdi,Conformité KYC,Formation,26/07/25,30.07.2025,5,Y,RAS
c80712ac62d7,cdi,Conformité KYC,CONGE_PAYE,2025-07-07,15/07/25,9,0,URGENT
c80712ac62d7,cdi,Conformité KYC,RTT,10/26/2024,2024-10-26,1,OUI,A régulariser
c80712ac62d7,cdi,Conformité KYC,MALADIE,10/25/2025,27-10-2025,3,O,
c80712ac62d7,CDI,Conformité KYC,CONGE_PAYE,05/26/2024,03-06-2024,9,NON,
c80712ac62d7,cdi,Conformité KYC,FORMATION,2026-05-23,05/24/2026,2,NON,En attente validation
c80712ac62d7,cdi,Conformité KYC,MALADIE,06/05/2025,08-05-2025,3,OUI,
c80712ac62d7,CDI,Conformité KYC,RTT,06.05.2026,06/05/2026,1,OUI,Certificat fourni
c80712ac62d7,cdi,Conformité KYC,rtt,15/05/26,15/05/26,1,1,En attente validation
c80712ac62d7,cdi,Conformité KYC,MALADIE,23/09/2024,26/09/2024,4,0,
c80712ac62d7,CDI,Conformité KYC,Maladie,2025-10-26,29-10-2025,4,NON,
c80712ac62d7,CDI,Conformité KYC,CP,2025-07-27,05-08-2025,10,Y,Validé manager
c80712ac62d7,CDI,Conformité KYC,CONGE_PAYE,2024-09-04,11/09/2024,8,0,A régulariser
c80712ac62d7,cdi,Conformité KYC,CONGE_PAYE,2026-03-07,03/13/2026,7,OUI,A régulariser
c80712ac62d7,CDI,Conformité KYC,rtt,2024-12-03,03.12.2024,1,0,Certificat fourni
c80712ac62d7,cdi,Conformité KYC,rtt,26-10-2024,10/26/2024,1,O,URGENT
c80712ac62d7,CDI,Conformité KYC,Congé Payé,11-04-2026,04/20/2026,10,O,URGENT
c80712ac62d7,CDI,Conformité KYC,rtt,2024-12-02,2024-12-02,95,OUI,En attente validation
c80712ac62d7,CDI,Conformité KYC,CONGE_PAYE,02-03-2025,07/03/2025,6,OUI,En attente validation
c80712ac62d7,CDI,Conformité KYC,MALADIE,15.11.2024,17.11.2024,3,Y,URGENT
c80712ac62d7,CDI,Conformité KYC,Congé Payé,13/01/25,18/01/2025,6,Y,En attente validation
c80712ac62d7,cdi,Conformité KYC,MALADIE,25-08-2025,27-08-2025,3,OUI,
c80712ac62d7,cdi,Conformité KYC,MALADIE,13/06/25,13-06-2025,1,Y,En attente validation
c80712ac62d7,cdi,Conformité KYC,Congé Payé,07/09/2025,2025-09-12,6,OUI,Validé manager
c80712ac62d7,CDI,Conformité KYC,rtt,13/06/2025,13/06/2025,-1,N,Validé manager
c80712ac62d7,CDI,Conformité KYC,CP,07/19/2025,26-07-2025,8,O,RAS
c80712ac62d7,cdi,Conformité KYC,Absent,24/01/2025,24.01.2025,-1,Y,RAS
c80712ac62d7,cdi,Conformité KYC,CONGE_PAYE,30.04.2025,2025-05-05,6,0,URGENT
d937eb392f22,cdi,Épargne & Placements,Formation,11.01.2024,12.01.2024,2,NON,RAS
d937eb392f22,cdi,Épargne & Placements,Maladie,04/22/2026,26-04-2026,5,NON,A régulariser
d937eb392f22,CDI,Épargne & Placements,CONGE_PAYE,03/22/2026,30-03-2026,9,O,A régulariser
d937eb392f22,CDI,Épargne & Placements,RTT,2026-03-05,05-03-2026,1,NON,URGENT
d937eb392f22,cdi,,Formation,25/03/2024,26/03/24,2,O,Validé manager
d937eb392f22,CDI,Épargne & Placements,rtt,2025-11-06,06.11.2025,1,Y,Certificat fourni
d937eb392f22,CDI,,Congé Payé,04-03-2025,12-03-2025,9,O,
d937eb392f22,cdi,Épargne & Placements,CONGE_PAYE,27/06/24,2024-07-01,5,0,RAS
d937eb392f22,CDI,Épargne & Placements,Formation,12/17/2024,21-12-2024,5,Y,En attente validation
d937eb392f22,CDI,Épargne & Placements,CP,20/11/2025,11/29/2025,10,O,
d937eb392f22,CDI,Épargne & Placements,rtt,05/16/2025,16/05/2025,1,OUI,Certificat fourni
d937eb392f22,cdi,Épargne & Placements,MALADIE,20/01/25,2025-01-24,5,OUI,
d937eb392f22,cdi,Épargne & Placements,CP,08.01.2026,15/01/2026,8,NON,Validé manager
d937eb392f22,CDI,Épargne & Placements,MALADIE,14.01.2024,18/01/24,5,N,A régulariser
d937eb392f22,CDI,Épargne & Placements,Congé Payé,27.01.2024,22-01-2024,5,OUI,RAS
d937eb392f22,CDI,Épargne & Placements,Formation,25/04/2026,28-04-2026,4,0,RAS
d937eb392f22,cdi,Épargne & Placements,CP,07/01/2025,2025-01-13,7,O,URGENT
d937eb392f22,cdi,Épargne & Placements,Congé Payé,05/13/2024,2024-05-19,7,Y,
d937eb392f22,CDI,Épargne & Placements,CP,25/10/2025,03/11/2025,10,O,RAS
d937eb392f22,CDI,Épargne & Placements,CP,2025-11-07,12/11/2025,6,N,En attente validation
d937eb392f22,cdi,Épargne & Placements,Congé Payé,14-06-2025,22.06.2025,9,0,En attente validation
d937eb392f22,CDI,Épargne & Placements,Congé Payé,22-11-2024,11/30/2024,9,NON,Validé manager
d937eb392f22,cdi,Épargne & Placements,Maladie,21.03.2024,25.03.2024,5,1,URGENT
d937eb392f22,cdi,Épargne & Placements,Congé Payé,03/21/2026,30.03.2026,10,N,
d937eb392f22,cdi,Épargne & Placements,Congé Payé,2025-12-16,2025-12-21,6,NON,En attente validation
d937eb392f22,CDI,,CONGE_PAYE,10.04.2024,15-04-2024,6,NON,
d937eb392f22,CDI,Épargne & Placements,MALADIE,12-01-2025,13-01-2025,2,Y,RAS
d937eb392f22,CDI,Épargne & Placements,rtt,05/10/2024,05.10.2024,1,1,URGENT
d937eb392f22,CDI,Épargne & Placements,Congé Payé,2024-02-12,19.02.2024,8,Y,
d937eb392f22,cdi,Épargne & Placements,CP,10/23/2024,29-10-2024,7,0,
26bc6c078665,CDI,Épargne & Placements,CONGE_PAYE,09-09-2024,18/09/24,10,1,En attente validation
26bc6c078665,CDI,Épargne & Placements,CONGE_PAYE,11.08.2024,2024-08-15,5,1,RAS
26bc6c078665,CDI,Épargne & Placements,CONGE_PAYE,12/03/2024,19/03/24,8,N,URGENT
26bc6c078665,CDI,Épargne & Placements,Formation CFA,2025-01-28,01.02.2025,5,N,Certificat fourni
26bc6c078665,cdi,Épargne & Placements,Congé Payé,13.01.2025,19.01.2025,7,Y,RAS
26bc6c078665,cdi,Épargne & Placements,CONGE_PAYE,02-07-2024,06/07/2024,5,O,
26bc6c078665,CDI,Épargne & Placements,Congé Payé,2025-02-07,12-02-2025,6,1,Certificat fourni
26bc6c078665,cdi,Épargne & Placements,FORMATION,03-10-2025,06-10-2025,4,NON,RAS
26bc6c078665,cdi,Épargne & Placements,CP,04/15/2024,19/04/2024,5,0,
26bc6c078665,CDI,Épargne & Placements,Absent,2025-02-08,08.02.2025,1,OUI,
26bc6c078665,cdi,,rtt,28.03.2024,03/28/2024,1,N,URGENT
26bc6c078665,cdi,Épargne & Placements,RTT,12/23/2024,12/23/2024,1,0,
26bc6c078665,cdi,Épargne & Placements,RTT,2024-08-23,23/08/2024,1,Y,A régulariser
26bc6c078665,CDI,Épargne & Placements,CONGE_PAYE,08-03-2024,12.03.2024,5,Y,Validé manager
26bc6c078665,cdi,Épargne & Placements,Congé Payé,18.01.2024,27.01.2024,10,N,
26bc6c078665,cdi,Épargne & Placements,Congé Payé,29.04.2024,08-05-2024,10,1,Validé manager
26bc6c078665,cdi,Épargne & Placements,Congé Payé,28/04/2024,06.05.2024,9,Y,Certificat fourni
26bc6c078665,CDI,Épargne & Placements,rtt,26.01.2024,26-01-2024,1,N,Certificat fourni
26bc6c078665,cdi,Épargne & Placements,rtt,29/04/2026,29.04.2026,1,NON,Certificat fourni
26bc6c078665,CDI,Épargne & Placements,CP,04.05.2025,09.05.2025,6,1,
26bc6c078665,cdi,Épargne & Placements,RTT,25/01/2026,2026-01-22,1,O,Certificat fourni
26bc6c078665,CDI,Épargne & Placements,MALADIE,2026-01-12,2026-01-14,3,O,En attente validation
26bc6c078665,CDI,Épargne & Placements,MALADIE,17/04/26,04/19/2026,3,N,RAS
208ac4d1680a,alternant,Épargne & Placements,MALADIE,23.05.2024,24-05-2024,-1,1,Validé manager
208ac4d1680a,alternant,Épargne & Placements,CP,04/02/2024,11.02.2024,8,0,Validé manager
208ac4d1680a,alternant,Épargne & Placements,rtt,2025-06-26,26/06/2025,1,O,URGENT
208ac4d1680a,Alternant,Épargne & Placements,rtt,10/24/2024,24/10/24,1,N,A régulariser
208ac4d1680a,Alternant,Épargne & Placements,MALADIE,22.05.2024,25-05-2024,4,N,En attente validation
208ac4d1680a,alternant,Épargne & Placements,MALADIE,22/02/25,26-02-2025,5,Y,A régulariser
208ac4d1680a,Alternant,Épargne & Placements,Semaine école,26.06.2025,27.06.2025,2,0,
208ac4d1680a,alternant,Épargne & Placements,CP,2024-06-05,2024-06-09,5,O,A régulariser
208ac4d1680a,Alternant,Épargne & Placements,MALADIE,2025-05-11,13/05/2025,3,0,A régulariser
208ac4d1680a,Alternant,Épargne & Placements,RTT,24-11-2024,24/11/2024,1,Y,Validé manager
208ac4d1680a,Alternant,Épargne & Placements,rtt,09/27/2024,27-09-2024,1,NON,En attente validation
208ac4d1680a,Alternant,Épargne & Placements,CONGE_PAYE,2025-03-27,05-04-2025,10,0,RAS
208ac4d1680a,Alternant,Épargne & Placements,RTT,24.02.2025,2025-02-24,1,N,
208ac4d1680a,Alternant,Épargne & Placements,rtt,25/06/2025,25-06-2025,1,Y,
208ac4d1680a,alternant,Épargne & Placements,Formation CFA,25-08-2024,28-08-2024,4,NON,Validé manager
208ac4d1680a,alternant,Épargne & Placements,CONGE_PAYE,09-06-2024,16/06/2024,8,1,Validé manager
208ac4d1680a,Alternant,Épargne & Placements,CP,10.06.2024,19/06/2024,10,N,A régulariser
208ac4d1680a,alternant,Épargne & Placements,RTT,05/28/2024,28.05.2024,1,Y,RAS
208ac4d1680a,alternant,Épargne & Placements,RTT,24-05-2025,05/24/2025,1,0,URGENT
208ac4d1680a,alternant,Épargne & Placements,Congé Payé,24.06.2025,30/06/25,7,Y,A régulariser
208ac4d1680a,Alternant,Épargne & Placements,Congé Payé,22/07/24,26.07.2024,5,Y,A régulariser
208ac4d1680a,alternant,Épargne & Placements,Congé Payé,20/05/25,2025-05-25,6,0,URGENT
208ac4d1680a,alternant,Épargne & Placements,Congé Payé,08/01/2025,2025-01-17,10,O,
208ac4d1680a,Alternant,Épargne & Placements,Formation CFA,2024-07-07,2024-07-08,2,N,Validé manager
208ac4d1680a,Alternant,Épargne & Placements,Congé Payé,08/25/2024,31/08/24,7,N,RAS
208ac4d1680a,Alternant,Épargne & Placements,MALADIE,07-05-2025,2025-05-09,3,NON,URGENT
208ac4d1680a,alternant,Épargne & Placements,MALADIE,30.01.2024,01/30/2024,1,N,En attente validation
